GeneID,2369,2MA22,33-16,38-11,793,DK3IBZ2
Zm00001eb001720_T001,1.01279,0.638614,1.98312,0.226136,2.67342,2.03331
Zm00001eb001740_T001,0.0,0.0,0.0,0.0,1.05549,0.0
Zm00001eb001760_T001,1.05136,0.314886,1.23138,0.446047,0.287612,0.687479
Zm00001eb001770_T001,20.338,16.1919,16.9919,19.7563,28.754,18.3619
Zm00001eb001780_T002,6.67217,4.39387,4.79957,5.58138,4.29796,2.74172
Zm00001eb001790_T001,1.47956,0.0,0.0,0.0,0.0,0.0
Zm00001eb001800_T001,0.586021,0.281461,0.0,0.0,0.0,0.0
Zm00001eb001810_T001,10.9459,11.2293,22.5615,21.1858,21.3088,24.1917
Zm00001eb001820_T001,0.57972,0.59595,10.157,5.95944,9.673,11.2982
Zm00001eb001830_T001,0.240612,0.369789,0.102913,0.440031,0.493565,0.628363
Zm00001eb001840_T001,346.326,392.225,433.379,264.973,367.108,195.254
Zm00001eb001860_T002,20.8663,9.66635,13.1012,36.7985,15.6995,20.499
Zm00001eb001870_T001,23.2776,18.7399,25.1483,32.6109,18.3442,26.4398
Zm00001eb001880_T001,6.84917,6.64521,11.2292,7.36162,10.5915,22.3834
Zm00001eb001890_T003,45.3847,49.5678,24.1975,55.1819,45.0627,3.92127
Zm00001eb001900_T003,4.5498,2.59098,1.97911,4.39809,2.14294,9.64079
Zm00001eb001910_T001,4.01984,3.91216,11.4675,9.84583,8.51858,4.87848
Zm00001eb001920_T001,0.182758,0.0,0.251851,0.0,0.0833992,0.0997707
Zm00001eb001940_T002,115.972,46.5469,109.017,103.637,17.0154,77.0032
Zm00001eb001950_T001,522.502,465.212,269.052,530.6,550.122,350.033
Zm00001eb001960_T001,0.0,0.0,0.0,2.09445,0.0,0.0
Zm00001eb001970_T001,2.75951,0.451979,2.24702,2.80087,1.48931,0.274332
Zm00001eb001980_T001,4.8535,9.26288,10.6107,16.545,10.7131,7.88563
Zm00001eb001990_T001,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001eb002000_T001,13.4581,12.5958,11.421,13.6681,12.2699,13.0594
Zm00001eb002010_T001,0.288063,0.0751599,0.064436,0.147935,0.14114,0.0889889
Zm00001eb002020_T001,0.604148,0.218539,0.304968,2.6134,0.482334,1.49386
Zm00001eb002030_T001,0.0390245,0.0,0.0806512,0.0207475,0.0711177,0.0424634
Zm00001eb002040_T002,5.79557,4.67731,19.2695,10.8774,9.07393,13.3579
Zm00001eb002050_T001,0.0,0.0,0.0,0.35642,0.0,0.0
Zm00001eb002060_T002,73.8444,72.6212,16.7482,134.385,83.7503,74.0422
Zm00001eb002070_T001,12.7887,16.8425,14.8964,11.8608,36.1799,12.5036
Zm00001eb002080_T001,0.853585,0.0,0.0,0.128653,0.556805,0.666605
Zm00001eb002090_T003,11.5737,6.59885,7.81089,11.2759,30.7122,27.7286
Zm00001eb002100_T001,5.52024,2.27166,14.146,7.14204,13.7411,9.00014
Zm00001eb002140_T001,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001eb002150_T001,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001eb002170_T002,2.33187,1.55932,2.76478,2.30043,2.32425,1.83226
Zm00001eb002180_T002,9.2469,9.99577,12.0101,10.6391,15.263,5.21614
Zm00001eb002190_T001,31.1978,89.2987,52.3252,43.2922,42.8452,32.7677
Zm00001eb002200_T001,0.816928,0.139843,0.482431,2.28895,0.212866,0.381666
Zm00001eb002210_T001,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001eb002220_T002,15.4942,9.82922,8.30881,20.6937,12.7012,19.1358
Zm00001eb002240_T003,0.650915,0.520924,0.0,0.958095,2.93603,0.592723
Zm00001eb002250_T002,3.30192,0.954333,2.51011,4.33774,1.63845,0.165335
Zm00001eb002260_T001,66.146,28.8844,44.2425,48.2919,56.1388,43.6394
Zm00001eb002270_T001,3839.2,5649.63,5081.12,2045.28,4441.32,3401.87
Zm00001eb002280_T001,0.265049,0.0,0.0,1.10723,0.0,0.0
Zm00001eb002290_T001,0.0,0.163688,0.0940845,0.506325,0.435978,0.0
Zm00001eb002300_T001,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001eb002310_T001,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001eb002320_T001,87.0969,89.4828,86.1136,117.766,106.865,113.138
Zm00001eb002330_T001,3.71937,0.0,0.0,0.205034,0.178755,0.0
Zm00001eb002340_T001,2.06448,0.0,0.0,0.0,0.0,0.0
Zm00001eb002350_T001,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001eb002360_T001,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001eb002370_T001,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001eb002380_T001,3.55823,1.60511,0.636732,2.79509,2.27514,1.61109
Zm00001eb002390_T001,1.42034,1.67035,725.263,11.6386,24.1869,40.7036
Zm00001eb002410_T001,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001eb002420_T001,37.1504,18.1705,11.3416,30.544,9.27475,41.9811
Zm00001eb002430_T005,11.2423,8.27436,9.57793,10.219,13.1674,9.00897
Zm00001eb002440_T001,0.325437,0.454441,0.0747321,0.432299,0.519027,0.383763
Zm00001eb002450_T001,12.5972,20.6979,14.5921,15.9285,15.9959,23.2222
Zm00001eb002460_T001,4.96302,5.89809,7.50172,7.31533,5.60442,5.76786
Zm00001eb002470_T001,3.31071,3.30403,4.36821,2.20762,0.425651,5.9098
Zm00001eb002480_T001,1.4976,2.80677,2.6693,2.27973,6.90881,1.20268
Zm00001eb002490_T003,45.3474,23.8835,30.4378,20.6368,24.7341,30.9207
Zm00001eb002510_T002,182.585,271.094,245.431,503.593,363.116,893.388
Zm00001eb002520_T001,0.750083,0.629539,0.206722,2.1444,1.36865,6.30114
Zm00001eb002530_T003,31.2751,43.6503,28.4378,49.3606,31.4161,24.748
Zm00001eb002540_T001,6.26119,6.32049,5.54605,9.87233,6.27924,3.80031
Zm00001eb002550_T002,24.486,33.1326,27.9828,23.822,23.8882,24.026
Zm00001eb002560_T003,42.6129,36.9449,37.7543,44.3142,44.0958,31.2433
Zm00001eb002570_T001,3.42364,7.04408,5.20119,6.19583,3.40143,3.34711
Zm00001eb002590_T001,2.25404,5.85941,1.7842,0.610612,1.74909,1.09735
Zm00001eb002600_T002,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001eb002610_T003,3.73164,2.78644,3.07173,6.68432,5.70024,2.54574
Zm00001eb002620_T002,117.525,98.0493,47.3893,451.883,64.2419,97.5354
Zm00001eb002640_T001,12.5519,6.71396,9.26548,26.9163,18.2942,9.97019
Zm00001eb002650_T001,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001eb002660_T002,4.10079,1.51307,2.28211,6.09387,1.87081,1.72105
Zm00001eb002680_T003,2.74191,7.27853,5.05101,6.72815,0.686368,13.8286
Zm00001eb002690_T001,24.0041,13.1469,13.4921,25.9337,15.7905,13.8387
Zm00001eb002700_T001,0.0,0.0,0.0573643,0.0455286,0.0377546,0.0454106
Zm00001eb002710_T001,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001eb002720_T001,2.46621,3.57041,2.77742,1.75081,1.83024,1.16214
Zm00001eb002730_T001,1.06202,3.39498,4.24113,0.243222,0.621898,0.0
Zm00001eb002740_T001,75.4069,35.865,17.4693,115.043,54.7379,110.527
Zm00001eb002750_T001,2.59436,1.7064,2.2755,0.740294,0.432015,0.259081
Zm00001eb002760_T001,0.0,0.21647,0.0,0.0,0.164783,0.0
Zm00001eb002770_T001,0.0,0.0,0.0,0.433719,0.0,0.0
Zm00001eb002780_T001,0.0,0.0725892,0.0,0.0,0.0,0.0
Zm00001eb002790_T001,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001eb002800_T001,0.0,0.0,0.0,0.0,0.0979546,0.0
Zm00001eb002810_T002,20.9256,38.7694,6.09439,40.1474,29.2631,17.2048
Zm00001eb002820_T002,16.1806,24.2731,57.1444,76.1618,50.8435,33.5816
Zm00001eb002830_T001,0.0,0.0,0.0,0.0,0.0,0.0614337
Zm00001eb002840_T001,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001eb002850_T001,7.57803,19.0013,8.50269,5.91267,5.13347,37.521
Zm00001eb002860_T001,0.0,0.0,0.0,0.0473185,0.0,0.0
Zm00001eb002870_T001,3.27766,9.02717,3.38771,9.35719,5.11626,1.94273
Zm00001eb002880_T001,0.0,0.0,0.0,37.9485,0.0,48.0801
Zm00001eb002890_T001,0.0,3.49659,0.0,1.78966,0.0,0.0
Zm00001eb002900_T001,0.0,6.21582,0.0,3.95478,0.0,0.0
Zm00001eb002910_T001,0.341902,18.1413,0.0,17.1261,20.614,2.51188
Zm00001eb002920_T001,1.71674,1.17814,1.18283,1.42304,0.895895,0.938509
Zm00001eb002930_T001,4.45811,3.29503,1.27797,6.99362,4.17223,5.47224
Zm00001eb002940_T002,9.12754,7.35563,9.38172,10.7739,10.2385,11.5087
Zm00001eb002950_T001,0.697963,2.03417,0.137408,5.79588,10.2851,2.17817
Zm00001eb002960_T003,36.0517,12.9383,25.2032,39.1994,13.2073,39.9053
Zm00001eb002970_T001,0.0,0.0,0.0,0.608474,0.0,0.0
Zm00001eb002980_T001,0.0,0.75041,0.0,0.0,2.25454,0.0
Zm00001eb002990_T001,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001eb003000_T001,9.37927,7.04405,6.28975,6.35367,8.4973,7.60125
Zm00001eb003010_T001,17.35,14.2005,11.9406,14.6703,17.3779,11.1321
Zm00001eb003020_T001,13.1751,6.56068,9.22684,7.49674,8.26599,5.18735
Zm00001eb003030_T001,136.234,160.55,149.384,136.701,143.825,151.273
Zm00001eb003040_T001,18.4726,1.67411,15.8349,1.22333,1.71233,7.55408
Zm00001eb003050_T001,2.34727,0.0,0.0,0.574323,0.329501,2.36966
Zm00001eb003060_T001,0.0,0.462752,0.0,0.0,0.0,0.0
Zm00001eb003070_T002,22.7909,15.7971,16.3395,57.9102,20.3933,28.1925
Zm00001eb003080_T001,28.3353,127.938,147.803,264.525,35.5874,207.554
Zm00001eb003090_T001,0.297666,0.184322,0.20195,0.828095,0.231671,0.490801
Zm00001eb003100_T001,0.0,0.000436564,0.000280047,0.0,0.0,0.00030516
Zm00001eb003110_T001,0.41915,0.418719,0.0,0.147996,0.509815,0.38098
Zm00001eb003120_T001,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001eb003130_T001,19.4498,20.4903,18.3021,26.1213,22.7552,19.6855
Zm00001eb003140_T001,0.235699,0.0,0.0,0.190135,3.72075,0.223371
Zm00001eb003150_T001,0.0847296,1.32433,0.0,0.0,0.376045,0.512921
Zm00001eb003160_T001,0.0,0.0,4.46467,0.0,0.59581,0.0
Zm00001eb003170_T001,2.57417,4.21319,6.44351,7.19499,2.73794,18.2267
Zm00001eb003180_T001,51.7074,13.8907,25.8782,88.5734,57.5507,54.2506
Zm00001eb003190_T001,20.8175,12.9596,12.0474,13.1834,17.373,15.0779
Zm00001eb003200_T001,32.7783,25.0347,42.3396,19.3258,18.9484,63.6457
Zm00001eb003210_T001,10.8549,3.68468,31.7308,11.1719,12.5904,8.14132
Zm00001eb003220_T001,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001eb003230_T002,0.0,0.0,0.0,0.0,0.267492,0.0
Zm00001eb003240_T001,0.0430083,0.206027,2.48892,1.50643,5.01883,0.983857
Zm00001eb003270_T001,0.0,0.0,0.0,0.0,0.0,7.3764
Zm00001eb003280_T001,1.27067,0.0,0.0,0.0,0.0,13.1719
Zm00001eb003290_T001,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001eb003300_T001,0.395734,0.854193,6.65297,0.335111,0.361075,0.431824
Zm00001eb003310_T002,5.71734,0.216105,0.0,0.0423837,0.0,0.0
Zm00001eb003330_T001,0.261923,0.403221,1.2889,0.834377,0.4093,0.774238
Zm00001eb003340_T001,0.0449295,0.215246,0.49526,0.0476817,0.368666,0.0489476
Zm00001eb003350_T001,31.1835,16.9963,28.8421,38.2346,27.8633,57.776
Zm00001eb003360_T002,45.0745,34.2353,45.0949,43.2232,72.4927,186.747
Zm00001eb003370_T001,0.0,0.0,0.0,0.0,1.11968,0.0
Zm00001eb003380_T001,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001eb003390_T001,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001eb003400_T002,0.0,0.0543706,0.0,0.0481747,0.0413883,0.0
Zm00001eb003420_T001,29.8411,23.4437,20.1088,39.6237,28.0478,29.657
Zm00001eb003440_T003,77.9895,162.94,335.873,125.425,288.076,64.5499
Zm00001eb003450_T001,0.602911,0.189935,0.743268,0.303387,1.18581,1.17465
Zm00001eb003460_T002,0.466481,0.0429627,0.0494415,0.0,0.0981256,0.0390755
Zm00001eb003470_T001,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001eb003480_T001,40.2079,13.2793,17.2598,37.7567,17.7846,35.6987
Zm00001eb003490_T001,24.3838,15.3871,17.2085,24.7,35.344,28.3518
Zm00001eb003510_T004,12.1642,8.35931,8.01322,13.4715,11.4889,9.8747
Zm00001eb003520_T001,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001eb003530_T001,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001eb003540_T007,4.48343,16.3152,7.41287,1.6831,32.7988,4.6206
Zm00001eb003550_T001,0.918991,0.97474,0.892081,3.3087,2.43608,0.545476
Zm00001eb003560_T001,53.9742,31.6453,42.4827,17.4197,25.218,21.1667
Zm00001eb003570_T002,0.0,26.324,0.0,0.0,0.0,0.0
Zm00001eb003580_T002,0.139351,0.524066,0.274281,0.677341,0.43535,0.21662
Zm00001eb003590_T001,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001eb003600_T001,0.0,0.0,0.0,0.303978,0.0,0.0
Zm00001eb003610_T002,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001eb003620_T001,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001eb003630_T001,0.228778,0.0773101,0.24463,0.0,0.0,0.0
Zm00001eb003650_T001,0.83533,0.454642,0.837066,1.89489,3.73809,1.86082
Zm00001eb003660_T001,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001eb003670_T002,4.80489,3.75645,3.35848,2.50796,2.92209,4.02549
Zm00001eb003680_T002,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001eb003690_T001,15.5681,16.7424,12.1202,28.6303,17.6261,19.7662
Zm00001eb003700_T001,0.110235,1.05661,0.0,0.409141,0.0502631,0.0600758
Zm00001eb003710_T001,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001eb003720_T001,0.0,0.0509579,0.0817008,0.0,0.0580586,0.0286289
Zm00001eb003730_T001,315.071,351.88,553.524,306.377,405.596,1254.33
Zm00001eb003740_T001,0.38304,7.61052,23.7568,0.804229,23.8304,0.0
Zm00001eb003750_T001,0.983751,1.91987,16.0978,2.59455,3.70598,1.07561
