GeneID,2369,2MA22,33-16,38-11,793,DK3IBZ2
Zm00001eb098950_T001,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001eb098960_T001,23.7191,24.3926,31.0128,14.4208,9.65016,8.96556
Zm00001eb098970_T001,73.1463,108.424,108.293,72.2433,64.0285,37.7882
Zm00001eb098980_T001,145.343,108.35,107.946,156.578,133.858,115.353
Zm00001eb098990_T001,68.8227,72.5695,111.126,103.589,70.4262,85.602
Zm00001eb099000_T001,0.65478,0.0,0.0,0.106605,0.396415,0.036427
Zm00001eb099010_T001,0.0,0.0,0.0,0.558044,0.158348,0.0
Zm00001eb099020_T001,0.907901,0.0,0.0,0.946455,0.0,1.41867
Zm00001eb099030_T001,0.149957,0.151706,0.619876,0.583299,0.701694,1.64209
Zm00001eb099040_T001,0.0,0.243983,0.0,0.0,0.108301,0.738017
Zm00001eb099050_T001,0.0,0.0,0.080869,0.0,0.0,0.0641434
Zm00001eb099060_T001,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001eb099070_T001,2.01996,4.1161,2.33418,5.56417,2.14965,13.1275
Zm00001eb099080_T004,1.6751,2.28653,2.18651,1.68613,2.1427,1.91954
Zm00001eb099090_T002,4.00444,2.08575,3.5379,3.6698,4.20693,2.89531
Zm00001eb099100_T001,6.18662,3.27438,4.16313,5.29197,3.97918,3.91911
Zm00001eb099110_T001,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001eb099120_T001,31.649,17.1124,21.8053,28.8276,29.2042,20.7581
Zm00001eb099130_T001,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001eb099150_T001,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001eb099160_T001,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001eb099170_T001,5.9763,6.42322,3.66047,4.14438,7.92136,4.75552
Zm00001eb099180_T001,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001eb099190_T001,0.0,1.24966,0.0,0.0,0.0,0.0
Zm00001eb099200_T001,0.345291,0.0,0.0,0.0,0.157879,0.0
Zm00001eb099210_T001,0.0,0.420547,0.0,0.0,0.0,0.0
Zm00001eb099220_T001,0.306183,0.362704,6.51626,0.0,0.871593,7.81302
Zm00001eb099230_T001,0.0,0.0,0.0,0.0,0.0,0.786614
Zm00001eb099240_T003,53.8589,47.8261,116.346,32.4165,90.3084,34.2863
Zm00001eb099250_T001,4.55154,1.50421,4.0369,4.66118,4.57975,3.59196
Zm00001eb099260_T001,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001eb099270_T001,0.0,0.0,0.0,0.0469135,0.0,0.0
Zm00001eb099280_T001,14.5558,14.3879,12.9166,18.0441,16.0632,19.144
Zm00001eb099290_T001,5.1706,3.24034,3.09678,5.58133,4.6305,3.16207
Zm00001eb099300_T001,17.0135,2.98513,10.8205,8.72686,10.1768,5.02983
Zm00001eb099310_T001,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001eb099320_T001,0.904347,0.433963,0.99699,0.669513,3.79663,0.0
Zm00001eb099340_T001,29.9784,6.45679,47.4824,1.70143,42.2213,12.2129
Zm00001eb099350_T001,80.0902,9.01108,112.467,37.7709,104.063,51.472
Zm00001eb099360_T001,122.558,14.8444,161.43,26.0018,137.766,41.7366
Zm00001eb099370_T001,0.760549,0.0,0.0,0.0,0.0,0.980339
Zm00001eb099380_T001,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001eb099390_T001,0.0,0.0,0.0,0.0541677,0.0,0.0556478
Zm00001eb099400_T001,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001eb099410_T001,0.0,366.699,0.0,237.351,1.16193,37.3481
Zm00001eb099420_T001,0.0659616,0.948736,0.0908925,25.7198,1.38384,10.1425
Zm00001eb099430_T001,7.43627,2.73546,8.70741,5.6105,7.05861,6.96287
Zm00001eb099440_T001,22.1809,23.0398,42.747,11.2884,51.3823,22.8094
Zm00001eb099450_T001,0.0,0.0,0.0,0.0,1.48952,0.0
Zm00001eb099460_T001,0.0,0.0,0.0,0.0850782,0.833985,0.0
Zm00001eb099470_T002,0.710265,1.08676,1.25049,1.42438,1.00719,0.98847
Zm00001eb099480_T001,165.366,192.241,156.538,112.871,183.508,64.0628
Zm00001eb099490_T001,0.378071,0.0566061,0.0651177,0.150435,0.560156,0.0514911
Zm00001eb099500_T001,0.0,0.0,0.0,0.0,0.0,2.60014
Zm00001eb099520_T003,3.44246,4.63637,1.9155,5.13332,5.61166,2.88325
Zm00001eb099530_T001,2.64979,0.781722,1.69324,2.69118,2.20546,2.13304
Zm00001eb099540_T001,0.0,0.0,0.0,0.754511,0.0,0.0
Zm00001eb099550_T001,1.21063,0.725389,0.583864,0.91375,1.43539,0.0
Zm00001eb099560_T001,0.0,7.45064,0.0,0.0,4.82508,0.0
Zm00001eb099570_T002,0.639537,0.862802,1.76258,0.930761,0.802363,0.261708
Zm00001eb099580_T001,164.522,248.939,180.647,254.894,215.247,252.032
Zm00001eb099590_T002,4.69274,3.01344,4.98328,7.39762,6.25802,7.02536
Zm00001eb099600_T004,11.4752,10.0091,11.6835,15.4712,13.6647,14.598
Zm00001eb099610_T001,2.55213,0.399647,0.45876,1.52317,2.02634,0.121255
Zm00001eb099620_T004,0.0582355,0.348907,0.0802445,0.0617406,0.371771,0.0
Zm00001eb099640_T001,0.927939,1.86895,0.639291,1.43271,1.03823,0.964849
Zm00001eb099650_T001,0.0,0.0,0.0483897,0.0372989,0.0320122,0.0
Zm00001eb099660_T001,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001eb099670_T001,5.62229,4.21363,4.84222,6.0344,4.2748,5.5383
Zm00001eb099680_T001,2.02615,0.0,0.0,0.603761,1.06163,0.95584
Zm00001eb099690_T001,0.0,0.164647,0.0,0.144403,0.0,0.149912
Zm00001eb099710_T002,0.352784,0.478491,0.064809,0.700006,0.750128,0.102385
Zm00001eb099720_T001,1.55197,0.440767,0.253699,0.978436,2.10955,2.03285
Zm00001eb099730_T002,6.49694,1.88582,0.217087,0.169863,7.61819,31.5231
Zm00001eb099740_T001,13.1073,9.80923,65.8126,13.0089,13.1624,0.157275
Zm00001eb099750_T001,54.5653,55.0702,250.381,41.1723,55.0523,3.94528
Zm00001eb099760_T001,23.3865,17.0342,138.514,19.4502,26.1271,1.0273
Zm00001eb099770_T001,3.74686,6.00047,40.1011,1.05396,3.42212,0.0
Zm00001eb099780_T001,4.02969,16.2502,76.9835,6.94466,3.28865,46.2995
Zm00001eb099790_T001,0.0,0.0,0.7138,0.0,0.157565,0.0
Zm00001eb099800_T001,0.0,0.0291016,0.0,0.0258462,0.0,0.0
Zm00001eb099810_T001,0.640224,0.0999539,0.115058,0.147896,0.507371,0.0303007
Zm00001eb099820_T001,7.22411,3.33498,2.59501,1.37103,7.57101,1.34795
Zm00001eb099830_T001,0.0,0.102537,0.117804,0.180892,0.0,0.186623
Zm00001eb099850_T004,32.4177,29.2238,27.11,38.16,32.8629,20.979
Zm00001eb099870_T001,0.0,0.146442,0.0,0.0,0.0,0.0
Zm00001eb099880_T001,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001eb099890_T001,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001eb099900_T001,0.0,0.178389,0.0,0.468759,0.0,0.162444
Zm00001eb099910_T001,40.452,20.9462,21.7462,51.1984,36.3034,17.2644
Zm00001eb099920_T001,1.86851,1.11949,1.60918,2.41428,1.86382,1.59134
Zm00001eb099930_T001,38.1527,80.9326,14.2568,137.305,58.3104,64.8494
Zm00001eb099940_T001,0.0,0.0,0.0,0.0,0.0,0.124271
Zm00001eb099960_T002,19.548,14.9617,17.4242,19.6645,17.2127,23.849
Zm00001eb099970_T001,2.46119,13.16,19.5657,18.526,2.24482,57.1814
Zm00001eb099980_T001,1.73376,3.61857,6.55046,34.2779,1.79111,20.9097
Zm00001eb099990_T001,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001eb100000_T001,0.0,0.0,0.0,0.0,0.0873287,0.0
Zm00001eb100010_T002,0.457031,0.152757,0.112317,0.0982896,0.0744633,0.0976697
Zm00001eb100020_T004,41.2824,34.1384,58.9109,19.7889,106.403,40.3723
Zm00001eb100030_T001,0.0,0.0,0.0,0.0,0.0,1.54008
Zm00001eb100050_T001,24.9513,11.2983,39.6645,19.8783,7.09429,2.03294
Zm00001eb100060_T002,28.5307,21.7224,26.3525,23.1273,84.8623,70.3206
Zm00001eb100070_T001,1.26415,1.52508,0.0,0.0,2.54808,2.50113
Zm00001eb100090_T001,1.32033,0.527304,0.303217,0.991763,0.55185,0.299811
Zm00001eb100100_T002,165.082,295.93,81.3403,430.205,168.659,231.826
Zm00001eb100110_T001,0.650151,0.372186,0.934738,0.39048,0.463719,0.646194
Zm00001eb100130_T001,22.1782,24.3438,9.84202,44.4091,37.5453,11.3358
Zm00001eb100140_T002,130.828,450.518,227.297,228.973,172.297,271.963
Zm00001eb100150_T001,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001eb100160_T001,3.10433,2.95569,2.00982,0.794306,4.29581,0.936834
Zm00001eb100170_T004,1.61919,1.58192,1.23295,2.2162,3.37964,1.1604
Zm00001eb100180_T001,17.8472,50.737,18.835,47.4666,21.5162,78.8657
Zm00001eb100190_T001,6.38118,9.35183,12.8381,11.1717,7.11097,11.0269
Zm00001eb100200_T001,0.0,0.0,0.0,0.0539169,0.0,0.0553886
Zm00001eb100210_T002,0.0,0.0,0.339335,0.052254,0.04491,0.0
Zm00001eb100220_T001,0.135905,0.596836,2.62166,1.17484,0.33042,0.24677
Zm00001eb100230_T002,0.181575,0.0434804,0.30022,0.0385647,0.39723,0.0790932
Zm00001eb100250_T002,2.22644,24.5798,1.16127,8.58997,3.65975,23.3317
Zm00001eb100260_T001,2.23092,50.9491,4.97284,40.6376,3.53118,42.4507
Zm00001eb100280_T001,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001eb100290_T001,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001eb100300_T001,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001eb100310_T001,15.555,10.7886,10.0689,15.1161,16.0791,20.0276
Zm00001eb100320_T001,0.0,0.148521,0.0,0.391361,0.112939,1.35216
Zm00001eb100330_T001,0.0,0.945313,1.89326,0.0,0.0,1.29187
Zm00001eb100340_T001,5.48813,2.05786,6.5757,0.506355,3.91612,0.467979
Zm00001eb100350_T001,13.7181,5.31006,18.3173,7.27054,8.74696,7.94131
Zm00001eb100360_T002,7.08272,1.58631,9.76047,10.1844,1.8101,9.69362
Zm00001eb100370_T001,0.0,0.0,0.0,0.0,0.0,1.03632
Zm00001eb100380_T001,1.36179,0.350161,0.134046,0.71975,0.177576,0.531165
Zm00001eb100400_T001,0.0,0.68137,22.8788,0.0,0.0,0.0
Zm00001eb100410_T001,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001eb100420_T001,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001eb100430_T001,0.425917,0.637835,0.513517,0.451723,1.16516,0.986404
Zm00001eb100440_T001,4.90312,7.29957,9.15524,6.85644,6.80995,6.68978
Zm00001eb100450_T004,59.0488,43.0295,59.8849,47.6643,44.0027,58.2368
Zm00001eb100460_T001,1.1883,0.82105,0.188924,0.194003,0.500036,0.248941
Zm00001eb100470_T001,0.0,0.0913325,0.0,0.0,0.0,0.124563
Zm00001eb100480_T003,0.446819,0.412342,3.18705,1.57862,0.40812,0.125047
Zm00001eb100490_T002,1.57895,0.6196,0.28531,1.23793,1.5097,0.309912
Zm00001eb100520_T001,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001eb100530_T001,2.0428,1.6522,0.773051,1.42857,1.55726,1.87306
Zm00001eb100540_T001,0.870592,0.920794,0.738999,0.902749,0.554244,1.29322
Zm00001eb100550_T001,37.0633,32.246,36.9728,38.4792,38.5428,42.9814
Zm00001eb100560_T001,0.0,0.0,0.0,0.0,0.315427,0.0
Zm00001eb100570_T001,1.55235,0.0715469,0.0822707,0.0,0.980149,0.0
Zm00001eb100580_T001,0.0,0.0,0.400689,0.369953,0.0,0.0633989
Zm00001eb100590_T001,0.0,0.0,1.64306e-07,3.43782e-07,0.0,4.04637e-08
Zm00001eb100600_T002,11.8895,14.8919,18.3589,11.0203,8.99084,8.01165
Zm00001eb100610_T001,5.9639,4.15145,5.16549,6.74512,5.49064,8.29641
Zm00001eb100620_T001,7.02525,7.90001,1.91432,30.3551,4.62134,4.33123
Zm00001eb100630_T001,0.0,0.0,0.0,0.145983,0.0,0.0
Zm00001eb100650_T002,0.0,0.0,0.0783158,0.0,0.0,0.0
Zm00001eb100660_T001,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001eb100670_T003,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001eb100680_T003,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001eb100690_T001,0.698027,0.502061,3.07796,0.443635,0.31838,0.0761349
Zm00001eb100700_T001,0.0,0.881809,0.335925,0.0,0.0,0.0
Zm00001eb100710_T001,0.646584,0.0,0.0,0.0,0.0,0.0
Zm00001eb100720_T001,10.675,2.67425,3.23381,44.1743,13.4923,132.295
Zm00001eb100730_T001,11.423,1.62037,0.0,0.143588,0.0,15.5946
Zm00001eb100740_T001,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001eb100750_T001,12.5045,12.0564,11.3312,8.49563,17.3577,17.8625
Zm00001eb100770_T001,1.97298,3.3406,7.65282,4.32621,1.85393,1.6295
Zm00001eb100780_T001,1.65537,1.07813,7.75832,0.928988,4.0833,13.4585
Zm00001eb100790_T001,0.120729,0.0,0.0,0.0,0.0550546,0.0
Zm00001eb100800_T001,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001eb100810_T001,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001eb100820_T001,1.28422,4.08251,0.95282,0.104802,1.03585,3.60605
Zm00001eb100830_T001,10.1341,7.65532,6.26774,14.3584,11.795,11.6682
Zm00001eb100840_T001,494.701,1336.55,733.348,491.494,546.426,494.648
Zm00001eb100860_T001,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001eb100880_T001,0.0,0.0,0.949633,0.24041,0.420643,3.78337
Zm00001eb100890_T001,4.45154,2.56153,1.74071,5.10788,7.30168,2.93432
Zm00001eb100900_T001,1.08692,3.12742,3.99404,1.61155,2.11537,1.73899
Zm00001eb100910_T001,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001eb100920_T002,11.7072,11.349,8.81042,12.3353,9.65558,11.1183
Zm00001eb100930_T001,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001eb100940_T001,0.230316,0.13789,0.317342,0.611364,0.209951,0.0418059
Zm00001eb100950_T001,6.12194,11.8649,4.0384,13.3191,7.00971,3.55097
Zm00001eb100960_T001,12.4565,7.10989,12.9037,31.9922,8.38827,5.15743
Zm00001eb100970_T001,0.603124,1.9636,0.593662,0.638076,0.314508,0.0
Zm00001eb100980_T001,3.77542,2.54823,1.90503,6.37286,3.97613,2.08631
Zm00001eb100990_T001,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001eb101000_T001,0.0,0.0,0.181423,0.0,0.0,1.25233
Zm00001eb101010_T004,1.36385,0.559924,0.161074,2.8961,1.63402,2.92837
Zm00001eb101030_T001,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001eb101040_T001,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001eb101050_T001,99.2168,94.3944,81.1089,122.869,177.957,41.5006
Zm00001eb101060_T001,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001eb101070_T001,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001eb101080_T001,10.6297,3.70423,10.9174,18.5441,10.3442,9.96775
Zm00001eb101090_T004,30.6704,15.8022,27.0458,53.4552,39.6273,36.55
Zm00001eb101100_T001,0.743726,0.382598,0.292839,0.561168,0.776007,0.464341
Zm00001eb101110_T001,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001eb101120_T001,0.0,0.0641354,0.368818,0.0,0.0976322,0.0
Zm00001eb101130_T001,4.75186,3.37426,3.07178,1.43046,1.92608,2.36626
Zm00001eb101150_T001,4.74933,6.6576,5.13493,2.70821,16.3979,66.0774
Zm00001eb101160_T001,0.793791,0.432568,1.09383,0.0,0.329162,0.0
Zm00001eb101170_T002,5.74552,4.24236,4.16664,9.9498,10.4368,5.31766
Zm00001eb101180_T001,0.699223,0.685648,0.175181,1.27993,2.20317,0.623806
Zm00001eb101190_T001,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001eb101200_T002,6.84657,6.75924,8.15099,3.83969,5.0947,3.28343
Zm00001eb101210_T001,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001eb101220_T002,14.1652,22.117,28.3278,7.4253,19.4475,12.6843
Zm00001eb101230_T001,2.27383,0.170825,0.39168,0.898395,5.19464,3.57765
Zm00001eb101250_T001,0.964161,0.0,14.6181,0.0,2.20773,5.64063
Zm00001eb101270_T001,85.2413,119.615,134.409,94.3427,104.127,118.637
Zm00001eb101280_T001,8.96564,31.6957,41.2013,11.9804,9.89809,30.3106
Zm00001eb101290_T001,33.2583,5.97847,13.6616,3.755,37.9476,3.86603
Zm00001eb101300_T001,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001eb101310_T001,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001eb101320_T001,6.4793,4.92248,7.89934,5.30235,7.24421,7.51474
Zm00001eb101330_T005,2.61262,0.701352,1.3034,2.29459,2.21769,1.86481
Zm00001eb101340_T002,2.16753,2.13936,2.19615,3.10775,2.38405,1.9464
Zm00001eb101350_T001,0.885741,0.0,0.203441,0.621883,0.134913,3.39394
Zm00001eb101360_T001,0.0389406,0.0466203,0.0536957,0.041349,0.0354905,0.169609
Zm00001eb101370_T001,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001eb101380_T001,18.0937,20.0304,9.15891,21.2525,29.88,49.78
Zm00001eb101390_T001,0.508751,0.0,0.0,0.0,0.0,0.0
Zm00001eb101400_T001,0.0,2.20947,0.0,0.479583,0.209768,0.0
Zm00001eb101410_T006,14.7365,24.5839,16.1374,12.4766,18.6807,9.99425
Zm00001eb101420_T001,2.22157,1.90181,3.84839,2.15255,2.72102,1.79948
Zm00001eb101440_T002,38.4696,47.085,24.7515,49.7603,41.7023,17.7654
Zm00001eb101450_T003,149.404,43.7985,75.897,213.361,64.4734,64.336
Zm00001eb101460_T001,0.0,0.0886389,0.0,0.0,0.0,0.0
Zm00001eb101470_T003,11.8777,22.0498,16.2556,17.9088,15.5889,17.3127
Zm00001eb101480_T004,0.3146,0.171168,0.472869,0.607791,0.443113,0.778343
Zm00001eb101500_T001,9.97705,9.62476,10.7837,9.61544,9.28567,4.16635
Zm00001eb101510_T001,0.0,0.0,0.0,0.570548,0.0,0.90184
Zm00001eb101520_T001,2.45655,1.6243,4.04151,2.88121,3.74324,1.71692
Zm00001eb101530_T002,3.48756,4.923,4.19835,6.51036,4.04913,4.27772
Zm00001eb101540_T001,2.6536,0.45846,2.60993,0.0,1.39169,0.0
Zm00001eb101550_T002,0.0,1.37767,0.1438,2.53556,0.190523,1.02599
Zm00001eb101560_T001,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001eb101580_T002,0.0,0.0,0.0,0.472231,0.0,0.0
Zm00001eb101600_T001,0.0,0.0,0.0,0.0,0.0,0.146361
Zm00001eb101610_T001,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001eb101620_T001,0.0,0.0,0.0,0.0,0.890588,0.0
Zm00001eb101630_T001,0.08143,1.66016,0.112212,1.55124,0.520115,1.59959
Zm00001eb101640_T001,2.78996,1.10258,4.96824,0.419581,3.16623,0.0
Zm00001eb101660_T001,666.318,1128.99,687.175,611.919,637.108,519.564
Zm00001eb101670_T001,10.6963,18.9944,11.0216,20.2822,7.75942,17.1259
Zm00001eb101680_T001,3.63335,4.66188,6.75345,2.50333,5.08897,4.42685
Zm00001eb101690_T001,0.0,0.329813,0.0,0.0,0.0,0.0
Zm00001eb101700_T001,5.78029,8.34069,6.33066,5.3511,4.96505,9.07915
Zm00001eb101710_T001,87.1867,62.2659,102.284,59.2151,83.5314,26.0707
Zm00001eb101720_T001,0.0,0.0,0.0,0.843038,0.0,0.0
Zm00001eb101730_T001,0.0,0.0,4.52497,0.0,0.0,8.68125
Zm00001eb101740_T001,0.0,0.0,0.0,0.603761,0.0,0.0
Zm00001eb101750_T001,141.903,140.259,110.157,212.11,177.354,233.034
Zm00001eb101760_T001,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001eb101770_T001,7.47477,0.0,1.25894,0.0878867,1.81886,6.79831
Zm00001eb101780_T001,6.01437,4.74098,5.09331,5.48634,7.781,6.03639
Zm00001eb101800_T001,11.2897,0.0,8.6362,4.84108,13.7901,11.9059
Zm00001eb101810_T001,16.7254,147.772,11.7206,9.68216,20.4881,18.097
Zm00001eb101820_T003,28.0048,30.4944,8.43173,24.1935,33.9303,3.01683
Zm00001eb101840_T001,214.791,108.838,258.623,129.973,261.259,83.4112
Zm00001eb101850_T001,0.166401,0.0,0.458575,0.0,0.0,0.302288
Zm00001eb101860_T005,100.187,198.716,83.5269,31.5482,94.3274,155.946
Zm00001eb101870_T001,3.07648,1.80721,0.581851,1.08704,1.54046,0.197297
Zm00001eb101880_T001,4.88461,2.26429,2.35279,2.94807,3.00136,5.12226
Zm00001eb101890_T002,0.0547041,0.983122,0.226133,0.580121,0.199542,0.0
Zm00001eb101900_T001,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001eb101910_T001,0.0,0.0,0.0,0.0848169,0.0,0.0870153
Zm00001eb101920_T001,0.177063,5.58725,0.162654,1.93966,0.269138,0.0643424
Zm00001eb101930_T001,1.12776,0.508339,2.91393,4.90191,0.772899,5.55439
Zm00001eb101940_T002,23.1543,31.4702,19.2265,24.0781,18.1218,22.5519
Zm00001eb101950_T001,5.28089,11.826,7.1454,4.24668,5.12974,4.19601
Zm00001eb101960_T002,19.7224,0.0,0.0,15.7837,16.4144,0.142195
Zm00001eb101970_T001,13.6957,0.0,0.0,10.374,14.8901,0.0
Zm00001eb101980_T003,0.91863,5.86919,1.969,2.81508,1.9545,0.611768
Zm00001eb101990_T001,59.5681,44.1148,28.6843,225.556,77.6051,197.876
Zm00001eb102000_T003,5.17686,8.08891,2.59409,1.3285,3.07736,1.79735
Zm00001eb102030_T001,1.71893,3.63455,6.6241,3.68961,3.20436,1.71261
Zm00001eb102050_T002,13.9844,7.77148,6.80999,16.4019,11.2186,25.5799
Zm00001eb102060_T001,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001eb102070_T001,9.31221,10.5108,0.0,0.804529,8.55794,7.53354
Zm00001eb102080_T001,0.0765838,0.0918284,0.0,0.162161,0.0698725,0.0835581
Zm00001eb102090_T007,37.7415,27.5389,33.4459,25.5178,42.9887,35.9142
Zm00001eb102100_T001,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001eb102110_T001,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001eb102120_T001,18.2101,20.6651,21.2656,25.4866,19.1378,22.7567
Zm00001eb102130_T001,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001eb102140_T002,9.83198,14.7933,15.807,11.0404,13.6159,8.66113
Zm00001eb102150_T006,0.531243,0.901351,0.853988,0.328891,0.645781,0.434052
Zm00001eb102160_T001,0.0530781,0.0,0.0,0.225179,0.0,0.0
Zm00001eb102170_T001,0.643101,0.256991,0.886182,0.529765,0.391118,0.233832
Zm00001eb102180_T002,0.832743,0.947384,0.631076,3.18231,2.35342,2.53981
Zm00001eb102190_T001,0.0,0.0,0.0,230.8,0.0,0.0
Zm00001eb102200_T001,1.09751,0.591726,0.226843,1.92038,1.62441,0.091051
Zm00001eb102210_T001,8.88954,40.5661,44.158,8.65573,18.7045,4.84842
Zm00001eb102220_T001,6.95229,2.40536,1.9487,0.497441,6.13353,0.64404
Zm00001eb102230_T002,24.6095,16.5593,9.88616,21.9929,26.7699,24.291
Zm00001eb102240_T001,0.247659,1.50883,1.76816,0.861633,0.246197,0.661553
Zm00001eb102250_T002,49.2254,60.0371,44.4582,70.4946,57.92,61.3042
Zm00001eb102260_T001,0.341701,9.9988,15.4701,3.52168,0.445087,8.03165
Zm00001eb102270_T001,0.0,0.0,0.0,0.0,0.0,1.68339
Zm00001eb102280_T001,0.0,0.0,0.0,0.0,0.0,0.109838
Zm00001eb102290_T001,3.58688,0.0,2.9446,5.49,1.32294,0.0
Zm00001eb102300_T004,28.9139,26.4763,33.6452,32.9581,34.9745,38.4021
Zm00001eb102310_T001,21.0225,19.8135,18.2137,24.6855,17.1794,16.9313
Zm00001eb102320_T001,0.776359,2.81054,1.07022,0.811184,2.13428,1.42259
Zm00001eb102330_T001,0.0865526,0.0591334,0.0,0.261857,0.0,3.38885
Zm00001eb102340_T001,0.0283432,0.0,0.316686,0.0,0.209829,0.0
Zm00001eb102350_T001,8.08502,5.52104,4.87958,6.68726,7.13408,8.41871
Zm00001eb102360_T001,2.66491,2.9487,0.376632,2.09926,2.80491,2.60836
Zm00001eb102370_T004,0.376332,0.270733,0.829734,0.239081,0.618016,0.164231
Zm00001eb102380_T001,47.324,43.2032,42.2135,48.1962,42.1515,51.3511
Zm00001eb102400_T001,52.4424,54.2702,57.5276,65.5586,57.9702,62.1519
Zm00001eb102410_T001,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001eb102420_T005,3.01646,4.16027,0.125949,1.40652,4.12529,2.58924
Zm00001eb102430_T003,17.3225,17.2708,11.566,17.5979,18.3589,16.2284
Zm00001eb102440_T002,0.118699,0.0947574,0.0545168,0.252042,0.0721375,0.0
Zm00001eb102450_T001,0.0,0.0,0.0,0.0,0.0,0.0
Zm00001eb102460_T001,13.1651,15.0267,18.3237,14.8527,18.4009,17.4254
Zm00001eb102470_T001,0.808643,0.0,0.983137,0.252537,0.563814,0.259139
Zm00001eb102480_T001,17.9018,20.7843,24.8327,69.4938,21.4561,43.2296
Zm00001eb102490_T001,3.77161,0.0,5.63016,4.58146,2.88322,2.7691
Zm00001eb102500_T002,62.8136,37.8684,39.1356,141.331,89.7881,89.7979
Zm00001eb102510_T001,0.0,0.225152,0.0,0.0,0.0,0.102457
Zm00001eb102520_T001,5.17432,1.52028,1.41248,6.37009,5.56359,1.48931
Zm00001eb102530_T002,0.843268,0.584708,1.22308,0.329723,1.01159,0.338454
Zm00001eb102540_T001,1.03171,0.951693,5.14001,0.252013,0.506883,2.33822
Zm00001eb102550_T002,4.99685,5.13827,2.69952,24.2046,4.44211,11.2146
Zm00001eb102560_T002,7.20505,5.72586,7.62364,6.85199,6.66414,7.27305
Zm00001eb102570_T001,0.476595,0.19108,2.62725,0.0,0.580958,0.348015
Zm00001eb102580_T003,0.0,0.0762386,0.0,0.0674132,0.0,0.693623
Zm00001eb102590_T001,0.128388,0.0,0.176897,0.406201,0.351778,0.704657
Zm00001eb102600_T001,48.4481,54.5294,54.7796,70.0234,43.9819,53.7796
Zm00001eb102610_T002,3.99812,3.7482,4.10824,39.9467,7.53554,10.9204
Zm00001eb102620_T001,0.662412,9.54292,4.86874,2.68142,3.22573,5.30818
Zm00001eb102630_T001,0.0,6.31985,0.0,5.41166,0.0,0.0
Zm00001eb102640_T002,0.907881,0.362855,0.938294,0.480629,1.51856,0.082543
Zm00001eb102650_T001,0.840401,0.168356,0.772072,12.8273,0.255978,1.83953
Zm00001eb102660_T001,0.0,0.0,0.0,0.891426,0.0,0.115242
Zm00001eb102670_T001,0.158296,0.0,0.0,1.49918,0.289424,0.0
Zm00001eb102680_T001,0.0,0.0,0.0,0.276709,0.0,0.0
Zm00001eb102690_T001,0.568095,1.07373,1.1947,0.796527,0.436013,1.52988
